-100000,-120000
-100000,-107500
-100000,-95000
-100000,-82500
-100000,-70000
-100000,-57500
-100000,-45000
-100000,-32500
-100000,-20000
-89386.4288296576,-109934.420982844
-87601.3525003788,-71929.6980885865
-87500,-20000
-86808.2774311973,-98198.5252565114
-86399.7892548329,-30644.9083043994
-85937.5,-120000
-85444.7302500481,-57187.9393179526
-85046.5926937441,-85594.7511983834
-84655.8142810022,-43350.9635832798
-76893.9771291344,-107918.466231159
-75129.1221263702,-67964.2972737315
-75000,-20000
-72376.9221025602,-31664.6742419196
-72345.0409527337,-94770.2760911279
-71875,-120000
-70566.3170519477,-43009.7434705492
-70306.5741625657,-81097.4925291635
-69838.1081104647,-56029.1575501911
-63750.7558847333,-107032.103774739
-62500,-20000
-61311.8706576097,-69051.2960340412
-58606.2295016039,-46678.131403767
-57852.3420311116,-33407.4632917347
-57812.5,-120000
-57001.2456349816,-94046.1923497087
-55152.8527312246,-80418.3467321608
-54366.0141323534,-58446.8962783061
-50070.3896703379,-107714.308359669
-50000,-20000
-45397.4380859953,-43556.4620303487
-44099.2177391342,-31415.7986204929
-43750,-120000
-43210.9106763449,-70202.3242014707
-42450.5249736075,-97060.3249261516
-42427.1882071642,-84873.0700743656
-42418.2510431973,-55995.9780018947
-37500,-20000
-35189.3856035517,-107911.171947888
-31476.2842634799,-59644.8064832883
-30930.3588397042,-47061.6048443535
-30825.6611943278,-33495.882737099
-29687.5,-120000
-29487.478915846,-80544.2844728463
-27971.9287760035,-94805.0583678778
-26217.6930141197,-68996.3491955717
-25000,-20000
-20889.7869049554,-108075.996788001
-18283.2133256682,-42424.5561368112
-17462.8081053594,-56286.9372278323
-17028.3363871351,-30962.9297678499
-16175.1138526559,-85195.730930545
-15625,-120000
-13058.868112665,-98429.2164699808
-12596.2831374072,-70072.1695558023
-12500,-20000
-5920.55241884943,-45880.3859168469
-3966.14784519255,-80033.6587479257
-3108.92154530365,-32591.3445174742
-2317.60785958684,-57660.234542596
-1562.5,-120000
-1397.30605081453,-92520.0612477307
-482.826579241595,-106946.033301862
0,-20000
3250.4346063656,-68984.3540613222
7972.22844099703,-42896.0936281783
9512.54479811708,-82259.0649433165
10937.5,-22734.375
12055.2616659791,-95622.9047385212
12500,-120000
12988.9523880096,-56667.7744835424
16833.9991651413,-108101.386808971
17017.3666022329,-70546.2533214365
19051.5468838791,-35838.2863430682
21875,-25468.75
24014.9796955352,-84584.7404275249
26075.7999941226,-97003.4665655
26561.6490323817,-46307.7158701624
26562.5,-120000
27675.8819824526,-59970.2331840014
29680.6621761113,-72676.616818233
31478.3116863976,-108036.47003143
32812.5,-28203.125
39291.6392574289,-81186.3552477504
40300.6408356272,-41419.2605591052
40625,-120000
40865.3302429669,-95606.1135296337
40895.6518045707,-53975.7824758857
41885.8464916814,-66993.5343834095
43662.4690007464,-109014.627241489
43750,-30937.5
51359.8014272754,-85681.5284126709
53633.1439637965,-105662.17569306
53855.8156259446,-46589.8903175358
54687.5,-120000
54687.5,-33671.875
54834.8819287233,-73136.6987597975
55259.3085152395,-60032.9862935345
59200.4883876763,-94935.9744707319
65625,-36406.25
65785.1429082497,-81979.2069827923
66697.5048097986,-107428.079947584
67161.1155172544,-51414.2094456064
68750,-120000
69650.9026884314,-67038.1733131504
73123.6378173478,-94839.1364937612
76562.5,-39140.625
80041.7937207741,-81496.9931205687
80277.6527968715,-54709.2745887013
81778.9612635101,-107706.593679172
82812.5,-120000
85287.3927448619,-68479.137490572
86602.3963907941,-94547.802075364
87500,-41875
94806.3217710816,-56398.9973078907
95456.9967002224,-81442.9364321288
96875,-120000
98437.5,-44609.375
98488.0925121886,-93802.1406859291
98909.1641974287,-107375.50894727
99343.4954019483,-69159.6902403982
109268.523015627,-98211.8657137792
109375,-47343.75
109724.182044544,-60295.7119634642
110877.020192083,-85686.1404180181
110937.5,-120000
112607.244952255,-73717.5795803591
115808.558405317,-108296.782202253
120312.5,-50078.125
122260.335621685,-94776.3109355623
123721.333340815,-65057.4377850429
125000,-120000
126882.150266483,-80323.1382359236
129876.451209392,-107350.496406553
131250,-52812.5
135808.635882604,-94117.9717684781
137954.63513881,-68210.8947929388
139062.5,-120000
142187.5,-55546.875
142641.521221545,-81994.5732649903
143322.541121726,-107287.463552355
150210.685829554,-95013.1523607767
152785.034601547,-71523.8572912652
153125,-120000
153125,-58281.25
156158.828528807,-107438.276451017
157807.095133683,-84409.0296108806
164062.5,-61015.625
165891.62276372,-96652.9159559102
167157.511774617,-108859.7918201
167187.5,-120000
167427.76582144,-74369.5631280924
172528.819837834,-85593.7099947809
175000,-63750
177899.068301822,-107169.435811334
181250,-120000
181932.286516214,-94823.7212758441
185855.241793375,-80147.4024281465
185937.5,-66484.375
191749.697986602,-107005.436480388
195312.5,-120000
195504.667172073,-93656.6983915189
196875,-69218.75
203731.593598469,-82582.0403173512
207812.5,-71953.125
208054.776617944,-107732.646584964
208790.022532203,-94596.5253963419
209375,-120000
218750,-74687.5
220144.451730272,-87280.6085485283
220616.084200423,-100032.851144546
223437.5,-120000
229038.960574059,-108152.515130617
229687.5,-77421.875
234210.287803278,-93643.6919604271
237500,-120000
240625,-80156.25
242675.523591682,-106952.238162314
249724.585359177,-94923.3609228824
251562.0975,-120000
251562.5,-82890.625
256517.134068388,-108086.715462754
262500.025600983,-85625.0064002457
264593.290469959,-98094.2760955892
265617.055027778,-120000
270750.123234065,-109217.167629598
273438.056655521,-88359.5141638802
279617.167972222,-120000
280049.755326319,-100354.426925943
284380.534310594,-91095.1335776484
284712.545787732,-110206.648891511
293378.898527778,-120000
295346.040783218,-93836.5101958045
296250.538099718,-106865.187467775
306389.735581922,-96597.4338954805
306497.910333333,-120000
308649.901827053,-108978.511914931
317616.724429411,-99404.1811073527
318509.568527778,-120000
320969.302978144,-110161.784245639
328541.1125,-120000
328742.95793115,-102185.739482788
332201.116174812,-111483.556452055
336309.7065,-120000
339531.799631919,-104882.94990798
341467.470410522,-112678.709228101
343140.712638889,-120000
350000,-120000
350000,-113985.853333333
350000,-107500
201000,-50000
201000,-46485.6625568553
201000,-42853.0414885334
201000,-39043.3984828103
201000,-35000
203917.467798778,-50736.7342926207
204561.151138225,-46689.4554307311
205246.168414428,-41865.0924326923
205606.101462559,-35000
207068.178860505,-51532.3683991175
208862.522999072,-46749.1638430602
209755.840866673,-41013.6248508973
210259.555119816,-35000
210629.288476324,-52431.6385041223
213892.003338877,-46262.4841202829
214605.293353844,-39871.96813723
214932.574077612,-53518.3267872758
214943.451167815,-35000
218746.100712629,-42858.0499414977
218806.745812251,-48946.7129303603
219617.607528198,-35000
220108.476956401,-54825.3729687882
223391.869199096,-45173.9622173961
223610.672540947,-39684.0166819562
