224048.263260173,-50875.9734674872
224279.674365473,-35000
225894.654826607,-56286.5289966179
227900.12670948,-46890.8122241427
228937.270272861,-35000
229099.514555171,-41174.1103869912
229466.458195328,-52152.8991635821
231962.09015049,-57818.7096339622
232663.238559025,-46626.9990833555
233593.729593197,-35000
234340.628898056,-52456.9878502848
234585.732499026,-40992.9173594183
237712.563958176,-47580.0651286308
238127.132234432,-59375.5384430384
238249.999169159,-35000
238747.070072115,-53463.6291016462
239527.134977511,-40254.5134603515
241786.394213099,-44911.5297873492
242777.246693549,-56068.8320389847
242906.25,-35000
243019.609602756,-50420.6430908441
244312.506728,-60937.50169899
244485.286461166,-40086.5494913144
246470.990055866,-45680.0533113953
247562.5,-35000
247944.190590685,-56107.4759413206
248074.951273908,-50485.6826920545
248878.012509715,-41060.5100930402
250499.990203715,-62499.9975261906
251838.947772175,-45828.4378004515
252218.75,-35000
252402.854057323,-51969.2775456702
252954.868745742,-57741.7477525108
253007.34077178,-39441.0959031499
256497.106963885,-48154.0738269548
256687.499938828,-64062.4999845524
256688.400100881,-42586.2912511457
256875,-35000
257000.732334317,-53758.1575265786
257576.132418718,-58760.7552120024
261016.287565673,-50908.6560307208
261276.050536879,-40377.5539347125
261381.085031226,-45890.4318293833
261531.25,-35000
261584.780244195,-61104.0050393122
262265.682428858,-55902.67214235
262875,-65625
265904.15479564,-50299.3582699444
266085.486298406,-44423.1435615903
266187.5,-35000
266207.178714803,-39151.2999425923
266819.378597606,-61606.4459857158
266971.491125176,-55989.7732534007
269062.5,-67187.5
270643.317483113,-47261.319772438
270747.483589899,-41457.4467835555
270843.75,-35000
270932.703860994,-52835.7486406284
271413.441514927,-58601.9749090382
272101.379398665,-63864.2474941682
275250,-68750
275321.645361818,-39169.3266496208
275346.998934322,-44469.0591202275
275399.999446462,-49969.7089296723
275500,-35000
275605.218287647,-55607.4586713694
276268.300467601,-61440.3845415689
279230.271961708,-66112.4913940578
279985.632243111,-46885.8949407082
280050.465885272,-52402.3067962854
280058.320688705,-41183.2894441866
280156.25,-35000
280330.50192006,-57706.2476469382
281412.690025096,-62446.3565547481
281437.5,-70312.5
284587.149516956,-49628.8776684329
284736.407640699,-44355.6621681815
284740.777799796,-55107.6080586574
284812.5,-35000
284910.468271743,-39146.5887082171
285154.282220947,-66449.9149536967
285413.560904327,-60438.8061116495
287625,-71875
288925.213820086,-52363.8476448931
289468.75,-35000
289534.130218493,-63438.9524341949
289543.734071878,-41730.7476834227
289553.072896142,-47197.8937634308
289655.700772062,-57545.7644105311
290568.473143136,-68554.6007403752
293558.958731289,-51523.8311867685
293715.32613192,-39525.8615540605
293772.387229418,-61520.6556010985
293812.5,-73437.5
294125,-35000
294225.201957259,-57033.5972658772
294520.832629488,-45473.1294469665
294773.69428095,-66343.790027713
297784.366420567,-55453.6842379462
297874.527392878,-70682.2382111324
298166.692752945,-40816.1570534537
298465.550506844,-50551.8846520641
298781.25,-35000
298912.707746065,-60994.1737321073
299712.745929805,-66407.5677383818
299781.630734635,-45748.6376161863
300000,-75000
301949.823724123,-55734.0530900362
303052.881263797,-40794.2554013558
303437.5,-35000
303460.659001564,-50996.1746354746
303494.151606923,-70804.2399280367
303714.835025471,-64709.1319296924
304170.813807928,-46220.9957330383
304235.023555375,-59827.8357088772
306250,-76562.5
307250.377396814,-55120.9493011885
307598.770464289,-67410.4822187246
307829.088777128,-39767.2860499532
308093.75,-35000
308101.391245631,-44309.3521501881
308449.604587785,-49539.4340275715
308695.370627836,-62041.48592495
308897.867804598,-72307.5399673135
311382.888102742,-57047.0443375694
312419.704151691,-66973.3319309972
312470.146555726,-39624.7675826958
312500,-78125
312657.422003742,-51551.6482922719
312750,-35000
312943.694357841,-45535.9443894443
313378.470813466,-72543.0105512682
313495.204247131,-61408.4946876193
315967.382629158,-55385.541228761
316716.676485015,-40593.9347979911
317375.265915177,-64505.7260107967
317399.133658593,-69477.0939242842
317406.25,-35000
317610.544845457,-74918.1526180612
317895.761896022,-59599.3635779928
317985.818088031,-45044.3088786166
318019.21921203,-50234.4643037218
318750,-79687.5
321147.71162297,-55539.5265918484
321576.96286035,-40035.0727032494
321920.428331778,-66167.8273754629
322059.481497938,-71461.4190207199
322062.5,-35000
322213.623131389,-61045.6275550525
322434.608686208,-45751.7279991466
322878.67185685,-76408.0664522147
323172.779251447,-51119.0679574764
325000,-81250
326255.552341154,-68073.0568235556
326334.014678024,-57500.9619328821
326414.992358191,-41665.030906377
326718.75,-35000
326781.779923998,-63018.1400072283
327127.173894229,-47189.4695169056
327170.197356304,-72897.1787900525
327561.062046477,-52379.1254943704
328027.445807847,-77938.7101693958
330699.550210413,-39134.1865542915
330954.682245356,-66726.0350608843
331176.113459442,-55266.674825613
331230.118266677,-71453.8371461481
331250,-82812.5
331375,-35000
331441.079823653,-44352.9482451955
331523.27046548,-61094.3331758278
331891.453762638,-49531.541111738
332305.520722927,-76173.2403899592
335093.150638049,-57150.6666424183
335225.462137162,-40825.0841907101
335416.933789134,-70885.563050219
335595.899566759,-79975.9318609907
335849.080404221,-65896.2092491798
335896.233479559,-52035.5126175382
336031.25,-35000
336703.693512168,-46350.2383663207
336943.265150733,-61170.9842383744
337500,-84375
337551.063877958,-75340.2373216608
339674.347296606,-55714.6945679392
339686.186227101,-40439.5062186271
340469.796937318,-69826.9825788262
340687.5,-35000
340810.677973819,-50717.4826361431
340854.958863733,-64736.6682584884
341071.69503473,-80237.1048765814
341463.00547959,-59826.9114697242
341896.911179326,-45454.5131944892
341965.481200358,-74810.1566503264
343750,-85937.5
344810.186900417,-39863.6856426374
345055.068510288,-55974.7969537576
345343.75,-35000
345415.465276763,-66392.4498504773
345496.5048788,-61477.3512708086
345718.275884803,-50531.0582461957
345802.534355757,-71530.6833505076
345951.275175076,-77348.8399610558
346004.784251084,-82528.2667093427
346418.703048972,-44991.0972861141
350000,-87500
350000,-80937.5
350000,-74375
350000,-67812.5
350000,-61250
350000,-54687.5
350000,-48125
350000,-41562.5
350000,-35000
